Optional module pokerkit_wrapper was not importable: No module named 'pokerkit'
Training nfsp_iqn_mean_var_05 | seed=42 | 3,000,000 episodes
Eval every 10,000 | Log every 50,000 | Device: cpu
===============================================================================================

nfsp_iqn_mean_var_05:   0%|          | 0/3000000 [00:00<?, ?ep/s]
nfsp_iqn_mean_var_05:   1%|          | 34886/3000000 [09:20<12:08:22, 67.85ep/s]
nfsp_iqn_mean_var_05:   1%|          | 35023/3000000 [09:22<12:08:18, 67.85ep/s]
nfsp_iqn_mean_var_05:   1%|          | 35161/3000000 [09:24<12:07:56, 67.88ep/s]
nfsp_iqn_mean_var_05:   1%|          | 35298/3000000 [09:26<12:07:37, 67.91ep/s]
nfsp_iqn_mean_var_05:   1%|          | 35436/3000000 [09:28<12:07:06, 67.95ep/s]
nfsp_iqn_mean_var_05:   1%|          | 35573/3000000 [09:30<12:07:10, 67.94ep/s]
nfsp_iqn_mean_var_05:   1%|          | 35710/3000000 [09:32<12:07:01, 67.96ep/s]
nfsp_iqn_mean_var_05:   1%|          | 35847/3000000 [09:34<12:06:50, 67.97ep/s]
nfsp_iqn_mean_var_05:   1%|          | 35984/3000000 [09:36<12:06:35, 67.99ep/s]
nfsp_iqn_mean_var_05:   1%|          | 36125/3000000 [09:38<12:05:26, 68.09ep/s]
nfsp_iqn_mean_var_05:   1%|          | 36262/3000000 [09:40<12:05:22, 68.10ep/s]
nfsp_iqn_mean_var_05:   1%|          | 36399/3000000 [09:42<12:05:11, 68.11ep/s]
nfsp_iqn_mean_var_05:   1%|          | 36536/3000000 [09:44<12:05:20, 68.09ep/s]
nfsp_iqn_mean_var_05:   1%|          | 36674/3000000 [09:46<12:04:59, 68.12ep/s]
nfsp_iqn_mean_var_05:   1%|          | 36813/3000000 [09:48<12:04:24, 68.17ep/s]
nfsp_iqn_mean_var_05:   1%|          | 36952/3000000 [09:50<12:03:56, 68.22ep/s]
nfsp_iqn_mean_var_05:   1%|          | 37090/3000000 [09:52<12:03:41, 68.24ep/s]
nfsp_iqn_mean_var_05:   1%|          | 37228/3000000 [09:54<12:03:15, 68.27ep/s]
nfsp_iqn_mean_var_05:   1%|          | 37365/3000000 [09:56<12:03:18, 68.27ep/s]
nfsp_iqn_mean_var_05:   1%|▏         | 37502/3000000 [09:58<12:04:28, 68.15ep/s]
nfsp_iqn_mean_var_05:   1%|▏         | 37639/3000000 [10:00<12:04:49, 68.12ep/s]
nfsp_iqn_mean_var_05:   1%|▏         | 37776/3000000 [10:02<12:05:07, 68.09ep/s]
nfsp_iqn_mean_var_05:   1%|▏         | 37913/3000000 [10:04<12:05:20, 68.06ep/s]
nfsp_iqn_mean_var_05:   1%|▏         | 38050/3000000 [10:06<12:05:06, 68.08ep/s]
nfsp_iqn_mean_var_05:   1%|▏         | 38196/3000000 [10:08<12:02:30, 68.32ep/s]
nfsp_iqn_mean_var_05:   1%|▏         | 38333/3000000 [10:10<12:02:35, 68.31ep/s]
nfsp_iqn_mean_var_05:   1%|▏         | 38470/3000000 [10:12<12:02:28, 68.32ep/s]
nfsp_iqn_mean_var_05:   1%|▏         | 38607/3000000 [10:14<12:02:27, 68.32ep/s]
nfsp_iqn_mean_var_05:   1%|▏         | 38744/3000000 [10:17<12:02:40, 68.29ep/s]
nfsp_iqn_mean_var_05:   1%|▏         | 38881/3000000 [10:19<12:02:37, 68.30ep/s]
nfsp_iqn_mean_var_05:   1%|▏         | 39018/3000000 [10:21<12:02:59, 68.26ep/s]
nfsp_iqn_mean_var_05:   1%|▏         | 39155/3000000 [10:23<12:03:01, 68.25ep/s]
nfsp_iqn_mean_var_05:   1%|▏         | 39292/3000000 [10:25<12:03:09, 68.24ep/s]
nfsp_iqn_mean_var_05:   1%|▏         | 39429/3000000 [10:27<12:03:24, 68.21ep/s]
nfsp_iqn_mean_var_05:   1%|▏         | 39566/3000000 [10:29<12:03:23, 68.21ep/s]
nfsp_iqn_mean_var_05:   1%|▏         | 39705/3000000 [10:31<12:02:52, 68.25ep/s]
nfsp_iqn_mean_var_05:   1%|▏         | 39842/3000000 [10:33<12:03:05, 68.23ep/s]
nfsp_iqn_mean_var_05:   1%|▏         | 39979/3000000 [10:35<12:03:41, 68.17ep/s]
                                                                                
  >>> EXPLOITABILITY @ ep 40,000: 1.626528

nfsp_iqn_mean_var_05:   1%|▏         | 39979/3000000 [10:38<12:03:41, 68.17ep/s]
nfsp_iqn_mean_var_05:   1%|▏         | 40116/3000000 [10:39<12:49:52, 64.08ep/s]
nfsp_iqn_mean_var_05:   1%|▏         | 40251/3000000 [10:41<12:47:56, 64.24ep/s]
nfsp_iqn_mean_var_05:   1%|▏         | 40386/3000000 [10:43<12:46:15, 64.37ep/s]
nfsp_iqn_mean_var_05:   1%|▏         | 40522/3000000 [10:45<12:44:23, 64.53ep/s]
nfsp_iqn_mean_var_05:   1%|▏         | 40657/3000000 [10:47<12:42:53, 64.65ep/s]
nfsp_iqn_mean_var_05:   1%|▏         | 40792/3000000 [10:49<12:41:24, 64.78ep/s]
nfsp_iqn_mean_var_05:   1%|▏         | 40928/3000000 [10:51<12:39:46, 64.91ep/s]
nfsp_iqn_mean_var_05:   1%|▏         | 41064/3000000 [10:53<12:38:15, 65.04ep/s]
nfsp_iqn_mean_var_05:   1%|▏         | 41199/3000000 [10:55<12:37:07, 65.13ep/s]
nfsp_iqn_mean_var_05:   1%|▏         | 41334/3000000 [10:57<12:35:56, 65.23ep/s]
nfsp_iqn_mean_var_05:   1%|▏         | 41470/3000000 [10:59<12:34:30, 65.35ep/s]
nfsp_iqn_mean_var_05:   1%|▏         | 41606/3000000 [11:01<12:33:15, 65.46ep/s]
nfsp_iqn_mean_var_05:   1%|▏         | 41741/3000000 [11:03<12:32:18, 65.54ep/s]
nfsp_iqn_mean_var_05:   1%|▏         | 41877/3000000 [11:05<12:31:06, 65.64ep/s]
nfsp_iqn_mean_var_05:   1%|▏         | 42012/3000000 [11:07<12:30:14, 65.71ep/s]
nfsp_iqn_mean_var_05:   1%|▏         | 42148/3000000 [11:09<12:29:09, 65.80ep/s]
nfsp_iqn_mean_var_05:   1%|▏         | 42284/3000000 [11:11<12:28:09, 65.89ep/s]
nfsp_iqn_mean_var_05:   1%|▏         | 42422/3000000 [11:13<12:26:27, 66.04ep/s]
nfsp_iqn_mean_var_05:   1%|▏         | 42557/3000000 [11:15<12:25:49, 66.09ep/s]
nfsp_iqn_mean_var_05:   1%|▏         | 42692/3000000 [11:17<12:25:01, 66.16ep/s]
nfsp_iqn_mean_var_05:   1%|▏         | 42827/3000000 [11:19<12:24:19, 66.22ep/s]
nfsp_iqn_mean_var_05:   1%|▏         | 42962/3000000 [11:21<12:23:40, 66.27ep/s]
nfsp_iqn_mean_var_05:   1%|▏         | 43098/3000000 [11:23<12:22:43, 66.35ep/s]
nfsp_iqn_mean_var_05:   1%|▏         | 43234/3000000 [11:25<12:22:03, 66.41ep/s]
nfsp_iqn_mean_var_05:   1%|▏         | 43369/3000000 [11:27<12:21:29, 66.46ep/s]
nfsp_iqn_mean_var_05:   1%|▏         | 43505/3000000 [11:29<12:20:51, 66.51ep/s]
nfsp_iqn_mean_var_05:   1%|▏         | 43640/3000000 [11:31<12:20:23, 66.55ep/s]
nfsp_iqn_mean_var_05:   1%|▏         | 43776/3000000 [11:34<12:19:50, 66.60ep/s]
nfsp_iqn_mean_var_05:   1%|▏         | 43911/3000000 [11:36<12:19:38, 66.61ep/s]
nfsp_iqn_mean_var_05:   1%|▏         | 44046/3000000 [11:38<12:19:15, 66.64ep/s]
nfsp_iqn_mean_var_05:   1%|▏         | 44181/3000000 [11:40<12:18:53, 66.67ep/s]
nfsp_iqn_mean_var_05:   1%|▏         | 44316/3000000 [11:42<12:18:42, 66.69ep/s]
nfsp_iqn_mean_var_05:   1%|▏         | 44452/3000000 [11:44<12:18:04, 66.74ep/s]
nfsp_iqn_mean_var_05:   1%|▏         | 44587/3000000 [11:46<12:17:37, 66.78ep/s]
nfsp_iqn_mean_var_05:   1%|▏         | 44723/3000000 [11:48<12:17:11, 66.81ep/s]
nfsp_iqn_mean_var_05:   1%|▏         | 44859/3000000 [11:50<12:16:44, 66.85ep/s]
nfsp_iqn_mean_var_05:   1%|▏         | 44994/3000000 [11:52<12:16:23, 66.88ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 45129/3000000 [11:54<12:16:03, 66.91ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 45264/3000000 [11:56<12:16:05, 66.90ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 45399/3000000 [11:58<12:15:59, 66.91ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 45534/3000000 [12:00<12:15:53, 66.91ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 45669/3000000 [12:02<12:15:32, 66.94ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 45805/3000000 [12:04<12:15:06, 66.98ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 45943/3000000 [12:06<12:14:12, 67.06ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 46078/3000000 [12:08<12:14:18, 67.05ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 46213/3000000 [12:10<12:14:26, 67.03ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 46349/3000000 [12:12<12:14:06, 67.06ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 46485/3000000 [12:14<12:13:48, 67.08ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 46620/3000000 [12:16<12:13:48, 67.08ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 46755/3000000 [12:18<12:13:39, 67.09ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 46890/3000000 [12:20<12:13:31, 67.10ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 47026/3000000 [12:22<12:13:15, 67.12ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 47162/3000000 [12:24<12:12:53, 67.15ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 47297/3000000 [12:26<12:12:47, 67.16ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 47432/3000000 [12:28<12:12:36, 67.17ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 47570/3000000 [12:30<12:11:49, 67.24ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 47705/3000000 [12:32<12:11:45, 67.24ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 47841/3000000 [12:34<12:11:22, 67.27ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 47976/3000000 [12:36<12:11:24, 67.27ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 48114/3000000 [12:38<12:10:41, 67.33ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 48259/3000000 [12:40<12:08:04, 67.57ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 48395/3000000 [12:42<12:08:03, 67.57ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 48532/3000000 [12:44<12:07:39, 67.60ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 48668/3000000 [12:46<12:07:38, 67.60ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 48806/3000000 [12:48<12:06:53, 67.67ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 48942/3000000 [12:50<12:07:05, 67.65ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 49078/3000000 [12:52<12:07:21, 67.62ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 49214/3000000 [12:54<12:07:19, 67.62ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 49350/3000000 [12:56<12:07:23, 67.61ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 49486/3000000 [12:58<12:07:39, 67.58ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 49622/3000000 [13:00<12:07:40, 67.58ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 49758/3000000 [13:02<12:07:47, 67.56ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 49894/3000000 [13:04<12:08:01, 67.54ep/s]
                                                                                
[Ep    50,000/3,000,000] avg_reward=  0.141 | exploit=  1.6265 | br_loss= 0.7067 | avg_pol= 0.4068 | eps/s=   63.6 |  13.1m

nfsp_iqn_mean_var_05:   2%|▏         | 49894/3000000 [13:06<12:08:01, 67.54ep/s]
                                                                                
  >>> EXPLOITABILITY @ ep 50,000: 1.608248

nfsp_iqn_mean_var_05:   2%|▏         | 49894/3000000 [13:08<12:08:01, 67.54ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 50030/3000000 [13:09<12:54:28, 63.48ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 50165/3000000 [13:11<12:52:21, 63.65ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 50300/3000000 [13:13<12:50:21, 63.82ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 50434/3000000 [13:15<12:48:42, 63.95ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 50567/3000000 [13:17<12:47:14, 64.07ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 50701/3000000 [13:19<12:45:34, 64.21ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 50835/3000000 [13:21<12:44:01, 64.33ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 50970/3000000 [13:23<12:42:16, 64.48ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 51104/3000000 [13:25<12:40:58, 64.59ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 51237/3000000 [13:27<12:39:54, 64.67ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 51372/3000000 [13:29<12:38:20, 64.80ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 51507/3000000 [13:31<12:36:52, 64.93ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 51642/3000000 [13:33<12:35:35, 65.03ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 51776/3000000 [13:35<12:34:40, 65.11ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 51912/3000000 [13:37<12:33:15, 65.23ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 52047/3000000 [13:39<12:32:06, 65.33ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 52182/3000000 [13:41<12:31:03, 65.41ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 52317/3000000 [13:43<12:30:01, 65.50ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 52452/3000000 [13:45<12:28:57, 65.59ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 52586/3000000 [13:47<12:28:19, 65.64ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 52721/3000000 [13:49<12:27:20, 65.73ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 52856/3000000 [13:51<12:26:25, 65.81ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 52990/3000000 [13:53<12:25:43, 65.86ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 53124/3000000 [13:55<12:25:15, 65.90ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 53259/3000000 [13:57<12:24:35, 65.96ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 53393/3000000 [13:59<12:24:14, 65.99ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 53528/3000000 [14:01<12:23:34, 66.04ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 53662/3000000 [14:03<12:23:05, 66.08ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 53797/3000000 [14:05<12:22:27, 66.14ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 53931/3000000 [14:07<12:21:58, 66.18ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 54066/3000000 [14:09<12:21:20, 66.23ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 54201/3000000 [14:11<12:20:49, 66.27ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 54336/3000000 [14:13<12:20:19, 66.31ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 54470/3000000 [14:15<12:19:58, 66.34ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 54605/3000000 [14:17<12:19:29, 66.38ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 54739/3000000 [14:19<12:19:11, 66.41ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 54874/3000000 [14:21<12:18:34, 66.46ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 55012/3000000 [14:23<12:17:22, 66.56ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 55148/3000000 [14:25<12:16:36, 66.63ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 55283/3000000 [14:27<12:16:18, 66.65ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 55418/3000000 [14:29<12:15:50, 66.69ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 55554/3000000 [14:31<12:15:07, 66.76ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 55689/3000000 [14:33<12:14:43, 66.79ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 55824/3000000 [14:35<12:14:28, 66.81ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 55960/3000000 [14:37<12:14:00, 66.85ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 56096/3000000 [14:39<12:13:36, 66.88ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 56232/3000000 [14:41<12:13:06, 66.92ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 56369/3000000 [14:43<12:12:30, 66.98ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 56505/3000000 [14:45<12:12:05, 67.01ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 56641/3000000 [14:47<12:11:39, 67.05ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 56777/3000000 [14:49<12:11:17, 67.08ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 56912/3000000 [14:51<12:11:09, 67.09ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 57048/3000000 [14:53<12:10:49, 67.11ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 57184/3000000 [14:55<12:10:34, 67.14ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 57319/3000000 [14:57<12:10:21, 67.15ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 57455/3000000 [14:59<12:10:01, 67.18ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 57591/3000000 [15:01<12:09:39, 67.21ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 57726/3000000 [15:03<12:09:29, 67.22ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 57861/3000000 [15:05<12:09:23, 67.23ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 57998/3000000 [15:07<12:08:52, 67.27ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 58134/3000000 [15:09<12:08:30, 67.30ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 58279/3000000 [15:11<12:05:47, 67.55ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 58418/3000000 [15:13<12:04:51, 67.64ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 58554/3000000 [15:15<12:04:47, 67.64ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 58690/3000000 [15:17<12:04:51, 67.63ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 58826/3000000 [15:19<12:05:02, 67.61ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 58962/3000000 [15:21<12:05:10, 67.59ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 59098/3000000 [15:23<12:05:14, 67.58ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 59234/3000000 [15:25<12:05:01, 67.60ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 59370/3000000 [15:27<12:05:09, 67.59ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 59506/3000000 [15:29<12:05:04, 67.59ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 59642/3000000 [15:31<12:05:04, 67.59ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 59778/3000000 [15:33<12:05:12, 67.57ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 59914/3000000 [15:35<12:05:36, 67.53ep/s]
                                                                                
  >>> EXPLOITABILITY @ ep 60,000: 1.596549

nfsp_iqn_mean_var_05:   2%|▏         | 59914/3000000 [15:39<12:05:36, 67.53ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 60050/3000000 [15:40<12:52:35, 63.42ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 60184/3000000 [15:42<12:50:39, 63.58ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 60318/3000000 [15:44<12:48:42, 63.74ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 60453/3000000 [15:46<12:46:46, 63.89ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 60587/3000000 [15:48<12:45:09, 64.03ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 60721/3000000 [15:50<12:43:34, 64.16ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 60855/3000000 [15:52<12:42:03, 64.28ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 60989/3000000 [15:54<12:40:35, 64.40ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 61123/3000000 [15:56<12:39:12, 64.52ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 61257/3000000 [15:58<12:37:54, 64.62ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 61391/3000000 [16:00<12:36:33, 64.74ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 61525/3000000 [16:02<12:35:24, 64.83ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 61660/3000000 [16:04<12:33:55, 64.96ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 61796/3000000 [16:06<12:32:23, 65.09ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 61931/3000000 [16:08<12:31:02, 65.20ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 62066/3000000 [16:10<12:29:51, 65.30ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 62201/3000000 [16:12<12:28:48, 65.39ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 62335/3000000 [16:14<12:27:54, 65.46ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 62470/3000000 [16:16<12:26:56, 65.55ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 62604/3000000 [16:18<12:26:10, 65.61ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 62739/3000000 [16:20<12:25:19, 65.68ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 62874/3000000 [16:22<12:24:32, 65.75ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 63009/3000000 [16:24<12:23:39, 65.82ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 63145/3000000 [16:26<12:22:39, 65.91ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 63279/3000000 [16:28<12:22:14, 65.94ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 63415/3000000 [16:30<12:21:16, 66.03ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 63550/3000000 [16:32<12:20:26, 66.10ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 63685/3000000 [16:34<12:19:50, 66.15ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 63822/3000000 [16:36<12:18:45, 66.24ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 63956/3000000 [16:38<12:18:21, 66.27ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 64091/3000000 [16:40<12:17:45, 66.32ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 64226/3000000 [16:42<12:17:20, 66.36ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 64361/3000000 [16:44<12:16:55, 66.39ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 64496/3000000 [16:46<12:16:26, 66.43ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 64630/3000000 [16:48<12:16:14, 66.45ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 64765/3000000 [16:50<12:15:47, 66.49ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 64901/3000000 [16:52<12:15:12, 66.54ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 65037/3000000 [16:54<12:14:37, 66.59ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 65172/3000000 [16:56<12:14:18, 66.61ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 65306/3000000 [16:58<12:14:19, 66.61ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 65441/3000000 [17:00<12:13:57, 66.64ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 65575/3000000 [17:02<12:14:12, 66.61ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 65710/3000000 [17:04<12:13:46, 66.65ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 65845/3000000 [17:06<12:13:20, 66.68ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 65980/3000000 [17:08<12:12:56, 66.72ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 66115/3000000 [17:10<12:12:34, 66.75ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 66249/3000000 [17:12<12:12:26, 66.76ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 66384/3000000 [17:14<12:12:03, 66.79ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 66519/3000000 [17:16<12:11:50, 66.81ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 66654/3000000 [17:18<12:11:44, 66.81ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 66789/3000000 [17:20<12:11:29, 66.83ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 66924/3000000 [17:22<12:11:36, 66.82ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 67059/3000000 [17:24<12:11:27, 66.83ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 67194/3000000 [17:26<12:11:26, 66.83ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 67328/3000000 [17:28<12:11:50, 66.79ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 67463/3000000 [17:30<12:11:35, 66.81ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 67597/3000000 [17:32<12:11:35, 66.80ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 67731/3000000 [17:34<12:12:02, 66.76ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 67865/3000000 [17:37<12:12:22, 66.73ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 67999/3000000 [17:39<12:12:37, 66.70ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 68133/3000000 [17:41<12:12:46, 66.68ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 68275/3000000 [17:43<12:10:35, 66.88ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 68416/3000000 [17:45<12:08:46, 67.04ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 68551/3000000 [17:47<12:08:44, 67.04ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 68687/3000000 [17:49<12:08:26, 67.07ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 68822/3000000 [17:51<12:08:15, 67.08ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 68958/3000000 [17:53<12:07:57, 67.11ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 69093/3000000 [17:55<12:08:03, 67.09ep/s]
nfsp_iqn_mean_var_05:   2%|▏         | 69228/3000000 [17:57<12:08:13, 67.08ep/s]
